prolific_id,start_time,original_statement,original_label,pass_verification,label_alignment,redundant_content,natural_flow,response_timestamp
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,3,2,1,2024-12-16T07:06:59.473Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,2,2,1,2024-12-16T07:07:56.236Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,5,2,3,2024-12-16T07:08:17.172Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,5,3,4,2024-12-16T07:08:48.579Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,Very nice. How could I doubt you?,polite,1,5,3,3,2024-12-16T07:09:26.085Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,2,2,2,2024-12-16T07:09:56.081Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,2,3,4,2024-12-16T07:11:11.201Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,3,2,3,2024-12-16T07:11:43.672Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,As a former fetus I oppose,against,1,4,2,1,2024-12-16T07:12:19.297Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,3,3,3,2024-12-16T07:12:45.202Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,5,3,2,2024-12-16T07:13:27.856Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,5,3,3,2024-12-16T07:13:46.807Z
59ed2107ae9f950001d848f6,2024-12-16T06:40:09.301Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,3,4,4,2024-12-16T07:14:21.249Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,4,2,2,2024-12-16T06:19:34.373Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?,against,1,4,4,4,2024-12-16T06:20:27.701Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,2,3,4,2024-12-16T06:21:14.664Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,4,2,2,2024-12-16T06:21:47.944Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.,neutral,0,2,2,2,2024-12-16T06:22:17.559Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Papa Johns in my area basically gives away their pizza. I can smell the desperation in the store,neutral,0,4,4,4,2024-12-16T06:22:54.140Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,All the ladies can stay at my place.,positive,1,4,4,4,2024-12-16T06:23:12.989Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,4,4,4,2024-12-16T06:23:35.670Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Very nice. How could I doubt you?,polite,1,4,2,3,2024-12-16T06:24:07.684Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,2,2,2,2024-12-16T06:24:30.599Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,3,2,1,2024-12-16T06:25:03.863Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,2,2,2,2024-12-16T06:26:00.926Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"The ambitious goal to fully vaccinate the entire adult population is proving difficult. People are not returning to receive their second dose, and motivating them poses complex challenges.",neutral,1,3,3,3,2024-12-16T06:26:34.241Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Lmao I hope I'm not the only one who gets this,positive,1,2,2,2,2024-12-16T06:32:23.565Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Thank you! Now get rid of all mandates, including vax for state and other workers, and all mask mandates, which are unlawful and violate human rights. And they do nothing to protect anyone from any virus infection.",against,1,4,4,4,2024-12-16T06:33:06.431Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,neutral,0,4,3,4,2024-12-16T06:33:29.445Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for!,neutral,0,4,2,2,2024-12-16T06:33:53.892Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I'm sorry that's what you read because it isn't what I said.,negative,0,4,3,3,2024-12-16T06:34:13.675Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,4,2,2,2024-12-16T06:34:49.205Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.,neutral,0,4,3,2,2024-12-16T06:35:25.269Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,4,4,4,2024-12-16T06:36:02.583Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,2,2,2,2024-12-16T06:36:28.348Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",polite,1,4,4,4,2024-12-16T06:36:44.546Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,3,3,3,2024-12-16T06:37:01.195Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I don't ask people their vaccination status. That's a personal decision. We should all be happy and enjoy the holiday season with all of our friends and family.,neutral,1,4,2,3,2024-12-16T06:37:21.694Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,When is abortion a responsible choice? When a woman chooses it to be,favoring,1,2,2,2,2024-12-16T06:37:38.942Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,not sarcastic,1,2,4,4,2024-12-16T06:38:06.008Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Holy shit bro,negative,1,2,4,4,2024-12-16T06:38:24.339Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"I keep forgetting, when it's vaccination location selection time, that I usually sleep on my left side (and arm) a lot more than my right.  Hence this 3am tweet.",favoring,1,2,4,2,2024-12-16T06:39:02.970Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,2,4,4,2024-12-16T06:39:55.249Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Do  you think that it is safe to go to a large outdoor party where people need to show proof of vaccination  (not booster) or proof of a recent negative COVID test?,favoring,0,4,4,4,2024-12-16T06:40:13.948Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,On my bday I'm always so grateful to my bio parents who gave me up for,against,1,2,4,4,2024-12-16T06:40:35.013Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,As a former fetus I oppose,against,1,4,3,3,2024-12-16T06:40:51.347Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I just know the government is gonna lock us all down in spite because they can't have their Xmas party,not sarcastic,0,4,3,2,2024-12-16T06:41:10.327Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I truly believe that and that's why I'm against Planned Parenthood.,against,1,4,4,4,2024-12-16T06:41:25.409Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Thank you for your support.  My reaction to the vaccine. is not fun, by a long shot.  Some people are lucky and only have a sore arm.  But other people do have reactions.  We don't know if the booster will truly help us. Getting the shot is risky for some peole.  I wish you luck.",neutral,0,4,3,4,2024-12-16T06:41:49.290Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,3,2,2,2024-12-16T06:42:04.390Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,4,4,4,2024-12-16T06:42:27.971Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,4,4,4,2024-12-16T06:42:47.770Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Sadly enough I was thinking the same.,negative,1,2,3,3,2024-12-16T06:43:06.169Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I love my friends,not sarcastic,1,4,4,4,2024-12-16T06:43:20.634Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite,0,4,4,4,2024-12-16T06:43:34.417Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,2,2,2,2024-12-16T06:43:45.733Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,2,2,2,2024-12-16T06:45:08.843Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,impolite,0,2,3,3,2024-12-16T06:45:37.274Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,4,4,4,2024-12-16T06:45:51.757Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,"making us look like punks, disappointing",negative,1,4,3,3,2024-12-16T06:46:11.705Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,It's so weird how I look ugly in photos but I also look ugly in the mirror,sarcastic,0,2,4,4,2024-12-16T06:46:31.804Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,It's because the polio vaccine actually works. That's why there was no skepticism unlike today. And yeah can confirm fully vaccinated people die from covid. I see it everyday in the hospital I work in but you probably know more than I do.,favoring,0,2,3,4,2024-12-16T06:46:49.352Z
5a1e86ce8671dc00018fd021,2024-12-16T06:17:53.425Z,I've also heard that intriguing but also kinda scary,negative,0,4,4,4,2024-12-16T06:47:07.634Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I truly believe that and that's why I'm against Planned Parenthood.,against,1,4,4,4,2024-12-16T06:42:16.058Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,2,4,2,2024-12-16T06:43:07.656Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,4,4,4,2024-12-16T06:43:44.296Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,1,4,4,2024-12-16T06:44:12.993Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Papa Johns in my area basically gives away their pizza. I can smell the desperation in the store,neutral,0,4,4,4,2024-12-16T06:44:40.721Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,4,4,4,2024-12-16T06:45:03.272Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,On my bday I'm always so grateful to my bio parents who gave me up for,against,1,2,2,4,2024-12-16T06:45:33.527Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,2,4,4,2024-12-16T06:46:10.105Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,4,4,4,2024-12-16T06:46:29.992Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,As a former fetus I oppose,against,1,4,4,4,2024-12-16T06:46:48.839Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,4,4,4,2024-12-16T06:47:15.912Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,2,4,4,2024-12-16T06:47:43.112Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,impolite,0,4,4,4,2024-12-16T06:48:03.225Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,4,4,4,2024-12-16T06:48:46.799Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for!,neutral,0,2,2,4,2024-12-16T06:49:08.223Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Very nice. How could I doubt you?,polite,1,4,4,4,2024-12-16T06:49:18.704Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,4,2,4,2024-12-16T06:49:42.960Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,not sarcastic,1,4,2,4,2024-12-16T06:50:05.480Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Lmao I hope I'm not the only one who gets this,positive,1,4,4,4,2024-12-16T06:50:18.744Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"making us look like punks, disappointing",negative,1,4,5,5,2024-12-16T06:50:35.169Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I just know the government is gonna lock us all down in spite because they can't have their Xmas party,not sarcastic,0,2,4,5,2024-12-16T06:51:11.480Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite,0,5,4,5,2024-12-16T06:51:46.464Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,When is abortion a responsible choice? When a woman chooses it to be,favoring,1,4,4,4,2024-12-16T06:52:02.672Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,It's because the polio vaccine actually works. That's why there was no skepticism unlike today. And yeah can confirm fully vaccinated people die from covid. I see it everyday in the hospital I work in but you probably know more than I do.,favoring,0,4,4,4,2024-12-16T06:52:28.249Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I'm sorry that's what you read because it isn't what I said.,negative,0,4,4,4,2024-12-16T06:52:46.842Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,2,4,4,2024-12-16T06:53:05.464Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Holy shit bro,negative,1,4,4,5,2024-12-16T06:53:19.488Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,All the ladies can stay at my place.,positive,1,4,4,4,2024-12-16T06:53:31.753Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I've also heard that intriguing but also kinda scary,negative,0,4,2,4,2024-12-16T06:53:57.185Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"I keep forgetting, when it's vaccination location selection time, that I usually sleep on my left side (and arm) a lot more than my right.  Hence this 3am tweet.",favoring,1,4,4,4,2024-12-16T06:54:24.296Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,4,4,4,2024-12-16T06:54:38.216Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",polite,1,5,4,5,2024-12-16T06:55:05.920Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,4,4,4,2024-12-16T06:55:28.417Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Thank you! Now get rid of all mandates, including vax for state and other workers, and all mask mandates, which are unlawful and violate human rights. And they do nothing to protect anyone from any virus infection.",against,1,4,4,5,2024-12-16T06:55:56.329Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"The ambitious goal to fully vaccinate the entire adult population is proving difficult. People are not returning to receive their second dose, and motivating them poses complex challenges.",neutral,1,2,4,4,2024-12-16T06:56:19.761Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Do  you think that it is safe to go to a large outdoor party where people need to show proof of vaccination  (not booster) or proof of a recent negative COVID test?,favoring,0,4,4,4,2024-12-16T06:56:38.353Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,4,4,4,2024-12-16T06:57:01.849Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,5,5,5,2024-12-16T06:57:20.824Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.,neutral,0,4,4,4,2024-12-16T06:57:38.656Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,2,4,4,2024-12-16T06:57:57.577Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,5,4,4,2024-12-16T06:58:09.424Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.,neutral,0,4,4,4,2024-12-16T06:58:26.159Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Sadly enough I was thinking the same.,negative,1,4,4,4,2024-12-16T06:58:36.945Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,It's so weird how I look ugly in photos but I also look ugly in the mirror,sarcastic,0,5,5,5,2024-12-16T06:58:49.092Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?,against,1,5,5,5,2024-12-16T06:59:01.633Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,4,2,4,2024-12-16T06:59:22.888Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I love my friends,not sarcastic,1,4,4,4,2024-12-16T06:59:32.265Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,"Thank you for your support.  My reaction to the vaccine. is not fun, by a long shot.  Some people are lucky and only have a sore arm.  But other people do have reactions.  We don't know if the booster will truly help us. Getting the shot is risky for some peole.  I wish you luck.",neutral,0,4,4,4,2024-12-16T06:59:57.873Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I don't ask people their vaccination status. That's a personal decision. We should all be happy and enjoy the holiday season with all of our friends and family.,neutral,1,4,4,4,2024-12-16T07:00:14.896Z
5b1966a168a5ed0001735813,2024-12-16T06:39:58.057Z,I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,neutral,0,4,4,4,2024-12-16T07:00:33.480Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Do  you think that it is safe to go to a large outdoor party where people need to show proof of vaccination  (not booster) or proof of a recent negative COVID test?,favoring,0,3,4,4,2024-12-16T06:56:17.671Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,5,3,4,2024-12-16T06:56:36.958Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Sadly enough I was thinking the same.,negative,1,5,4,5,2024-12-16T06:56:55.815Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,2,5,4,2024-12-16T06:57:28.125Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,2,3,2,2024-12-16T06:57:55.003Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,5,4,4,2024-12-16T06:58:13.377Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,5,2,4,2024-12-16T06:58:29.076Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,4,2,4,2024-12-16T06:58:48.128Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"I keep forgetting, when it's vaccination location selection time, that I usually sleep on my left side (and arm) a lot more than my right.  Hence this 3am tweet.",favoring,1,4,2,4,2024-12-16T06:58:58.883Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,4,2,4,2024-12-16T06:59:22.943Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I don't ask people their vaccination status. That's a personal decision. We should all be happy and enjoy the holiday season with all of our friends and family.,neutral,1,5,3,4,2024-12-16T07:01:45.498Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,2,2,4,2024-12-16T07:02:23.132Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite,0,5,4,2,2024-12-16T07:02:53.776Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.,neutral,0,4,4,4,2024-12-16T07:03:09.047Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,4,2,2,2024-12-16T07:03:36.181Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,All the ladies can stay at my place.,positive,1,4,2,4,2024-12-16T07:03:56.560Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"The ambitious goal to fully vaccinate the entire adult population is proving difficult. People are not returning to receive their second dose, and motivating them poses complex challenges.",neutral,1,4,2,2,2024-12-16T07:30:19.253Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Lmao I hope I'm not the only one who gets this,positive,1,5,3,5,2024-12-16T07:30:37.885Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",polite,1,4,2,4,2024-12-16T07:31:00.997Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I truly believe that and that's why I'm against Planned Parenthood.,against,1,4,3,4,2024-12-16T07:31:24.993Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Holy shit bro,negative,1,4,4,4,2024-12-16T07:31:47.262Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,impolite,0,2,4,3,2024-12-16T07:32:17.320Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,When is abortion a responsible choice? When a woman chooses it to be,favoring,1,4,3,4,2024-12-16T07:33:19.040Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,On my bday I'm always so grateful to my bio parents who gave me up for,against,1,3,4,4,2024-12-16T07:33:38.638Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I just know the government is gonna lock us all down in spite because they can't have their Xmas party,not sarcastic,0,1,1,4,2024-12-16T07:34:14.963Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for!,neutral,0,1,4,5,2024-12-16T07:35:35.344Z
